157.55.39.10 - - [02/Oct/2024:00:44:26 -0700] "GET /self.logs/error.log.2021-11-18.gz HTTP/1.1" 200 3547 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
52.169.158.10 - - [02/Oct/2024:01:16:30 -0700] "GET /wp-content/plugins/pvqlmhl/qpusbhbw.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:31 -0700] "GET /wp-content/themes/admin.php HTTP/1.1" 301 473 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:31 -0700] "GET /wp-content/themes/admin.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:31 -0700] "GET /.well-known/pki-validation/parx.php HTTP/1.1" 301 489 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:31 -0700] "GET /.well-known/pki-validation/parx.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:31 -0700] "GET /wp-content/themes/dewg079l/fooster1337.php HTTP/1.1" 301 503 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:31 -0700] "GET /wp-content/themes/dewg079l/fooster1337.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:31 -0700] "GET /gawean.PhP7 HTTP/1.1" 301 441 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:31 -0700] "GET /gawean.PhP7 HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:31 -0700] "GET /wordpress/api.php HTTP/1.1" 301 453 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:31 -0700] "GET /wordpress/api.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:31 -0700] "GET /source.php HTTP/1.1" 301 439 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:31 -0700] "GET /source.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:32 -0700] "GET /settings.php HTTP/1.1" 301 443 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:32 -0700] "GET /settings.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:32 -0700] "GET /modules/mod_simplefileuploadv1.3/elements/pcbbyagx.php HTTP/1.1" 301 527 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:32 -0700] "GET /modules/mod_simplefileuploadv1.3/elements/pcbbyagx.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:32 -0700] "GET /wp-content/themes/alera/alpha.php HTTP/1.1" 301 485 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:32 -0700] "GET /wp-content/themes/alera/alpha.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:32 -0700] "GET /wp-content/languages/wp-login.php HTTP/1.1" 301 485 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:32 -0700] "GET /wp-content/languages/wp-login.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:32 -0700] "GET /~vizelabs/wp-content/plugins/ifqkfrw/mtsimzwe.php HTTP/1.1" 301 517 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:32 -0700] "GET /~vizelabs/wp-content/plugins/ifqkfrw/mtsimzwe.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:32 -0700] "GET /wp-content/plugins/onmrxst/yofffrbx.php HTTP/1.1" 301 497 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:32 -0700] "GET /wp-content/plugins/onmrxst/yofffrbx.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:33 -0700] "GET /wp-content/uploads/wp-login.php HTTP/1.1" 301 481 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:33 -0700] "GET /wp-content/uploads/wp-login.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:33 -0700] "GET /wp-admin/404.php HTTP/1.1" 301 451 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:33 -0700] "GET /wp-admin/404.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:33 -0700] "GET /mini.php HTTP/1.1" 301 435 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:33 -0700] "GET /mini.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:33 -0700] "GET /wp-admin/js/widgets/bbrmTpvjG.php HTTP/1.1" 301 485 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:33 -0700] "GET /wp-admin/js/widgets/bbrmTpvjG.php HTTP/1.1" 429 449 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:33 -0700] "GET /wp-admin/maint/parx.php HTTP/1.1" 301 465 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:33 -0700] "GET /wp-admin/maint/parx.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:33 -0700] "GET /wp-content/plugins/vgztboruqu/wp-editor.php HTTP/1.1" 301 505 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:33 -0700] "GET /wp-content/plugins/vgztboruqu/wp-editor.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /wp-content/themes/vdbhtep/uslkvvna.php HTTP/1.1" 301 495 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /wp-content/themes/vdbhtep/uslkvvna.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /wp-content/languages/index.php HTTP/1.1" 301 479 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /wp-content/languages/index.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /wp-admin/maint HTTP/1.1" 301 447 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /wp-admin/maint HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /js/alfa-rex.php HTTP/1.1" 301 449 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /js/alfa-rex.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /.well-known/atomlib.php HTTP/1.1" 301 465 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /.well-known/atomlib.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /wp-admin/css/colors/blue/blkvykgw.php HTTP/1.1" 301 493 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /wp-admin/css/colors/blue/blkvykgw.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:34 -0700] "GET /yl10gohp.php HTTP/1.1" 301 443 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /yl10gohp.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /makeasmtp.php HTTP/1.1" 301 445 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /makeasmtp.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /js/admin.php HTTP/1.1" 301 443 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /js/admin.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /upload/upload.php HTTP/1.1" 301 453 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /upload/upload.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /bkqmgnts.php HTTP/1.1" 301 443 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /bkqmgnts.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /wp-includes/PHPMailer/alfa-rex.php HTTP/1.1" 301 487 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /wp-includes/PHPMailer/alfa-rex.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /wp-content/autoload_classmap.php HTTP/1.1" 301 483 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:35 -0700] "GET /wp-content/autoload_classmap.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-content/plugins/dropdown.php HTTP/1.1" 301 481 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-content/plugins/dropdown.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-includes/customize HTTP/1.1" 301 461 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-includes/customize HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-admin/css/colors/coffee/ioxi002.PhP7 HTTP/1.1" 301 497 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-admin/css/colors/coffee/ioxi002.PhP7 HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-content/themes/wp-pridmag/up.php HTTP/1.1" 301 489 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-content/themes/wp-pridmag/up.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-content/plugins/bcnixki/bmaikrfx.php HTTP/1.1" 301 497 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-content/plugins/bcnixki/bmaikrfx.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-admin/wp-admin.php HTTP/1.1" 301 461 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-admin/wp-admin.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:36 -0700] "GET /wp-content/themes/wp-classic/inc/index.php HTTP/1.1" 301 503 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:37 -0700] "GET /wp-content/themes/wp-classic/inc/index.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:37 -0700] "GET /wp-content/uploads/index_2.php HTTP/1.1" 301 479 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:37 -0700] "GET /wp-content/uploads/index_2.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:37 -0700] "GET /wpup.php HTTP/1.1" 301 435 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:37 -0700] "GET /wpup.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:37 -0700] "GET /wp-includes/jp.php HTTP/1.1" 301 455 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:37 -0700] "GET /wp-includes/jp.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:37 -0700] "GET /portal/wp-content/plugins/jyhpemo/ziynkmdi.php HTTP/1.1" 301 511 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:37 -0700] "GET /portal/wp-content/plugins/jyhpemo/ziynkmdi.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:37 -0700] "GET /wp-content/plugins/ty6yz6gk/fooster1337.php HTTP/1.1" 301 505 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:37 -0700] "GET /wp-content/plugins/ty6yz6gk/fooster1337.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:37 -0700] "GET /wp-includes/rest-api/alfa-rex.php8 HTTP/1.1" 301 487 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /wp-includes/rest-api/alfa-rex.php8 HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /lzmrjmgg.php HTTP/1.1" 301 443 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /lzmrjmgg.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /wp-includes/sitemaps/providers/about.php HTTP/1.1" 301 499 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /wp-includes/sitemaps/providers/about.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /luuf.php HTTP/1.1" 301 435 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /luuf.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /.well-known/pki-validation/afnew.php HTTP/1.1" 301 491 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /.well-known/pki-validation/afnew.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /admin/wp-fclass.php HTTP/1.1" 301 457 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /admin/wp-fclass.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /wp-includes/js/tinymce/themes/feed.php HTTP/1.1" 301 495 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:38 -0700] "GET /wp-includes/js/tinymce/themes/feed.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:39 -0700] "GET /api/add_shared_file.php HTTP/1.1" 301 465 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:39 -0700] "GET /api/add_shared_file.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:39 -0700] "GET /wp-content/plugins/dskywse/jmigqqki.php HTTP/1.1" 301 497 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:39 -0700] "GET /wp-content/plugins/dskywse/jmigqqki.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:39 -0700] "GET /wp-content/plugins/tbruqvw/ftpzhflf.php HTTP/1.1" 301 516 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:39 -0700] "GET /wp-content/plugins/tbruqvw/ftpzhflf.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:39 -0700] "GET /wp-content/plugins/linkpreview/db.php HTTP/1.1" 301 493 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:39 -0700] "GET /wp-content/plugins/linkpreview/db.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:39 -0700] "GET /wp-content/themes/dlbzag05/fooster1337.php HTTP/1.1" 301 503 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:39 -0700] "GET /wp-content/themes/dlbzag05/fooster1337.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:39 -0700] "GET /uploads/alfa-rex.php HTTP/1.1" 301 459 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:39 -0700] "GET /uploads/alfa-rex.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:40 -0700] "GET /wp-includes/js/alfa-rex.php8 HTTP/1.1" 301 475 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:40 -0700] "GET /wp-includes/js/alfa-rex.php8 HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:40 -0700] "GET /img/bangu.php HTTP/1.1" 301 445 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:40 -0700] "GET /img/bangu.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:40 -0700] "GET /pchgflmv.php HTTP/1.1" 301 443 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:40 -0700] "GET /pchgflmv.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:40 -0700] "GET /readme.php HTTP/1.1" 301 439 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:40 -0700] "GET /readme.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:40 -0700] "GET /wp-aa.php HTTP/1.1" 301 437 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:40 -0700] "GET /wp-aa.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:40 -0700] "GET /site/ioxi002.PhP7 HTTP/1.1" 301 453 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:40 -0700] "GET /site/ioxi002.PhP7 HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET /wp-content/themes/vmpsfbjh/fooster1337.php HTTP/1.1" 301 503 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET /wp-content/themes/vmpsfbjh/fooster1337.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET /.well-known/pki-validationynz.PhP7 HTTP/1.1" 301 487 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET /.well-known/pki-validationynz.PhP7 HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET /images/options.php HTTP/1.1" 301 455 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET /images/options.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET /ynz.PhP7 HTTP/1.1" 301 435 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET /ynz.PhP7 HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET / HTTP/1.1" 301 419 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET / HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET /js/alfa-rex.php8 HTTP/1.1" 301 451 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET /js/alfa-rex.php8 HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:41 -0700] "GET /admin/uploads/gif.php HTTP/1.1" 301 461 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:42 -0700] "GET /admin/uploads/gif.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:42 -0700] "GET //wp-admin/css/about.php HTTP/1.1" 301 463 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:42 -0700] "GET /wp-admin/css/about.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:42 -0700] "GET /wp-includes/item.php HTTP/1.1" 301 459 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:42 -0700] "GET /wp-includes/item.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:42 -0700] "GET /wp-includes/css/tools.php HTTP/1.1" 301 469 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:42 -0700] "GET /wp-includes/css/tools.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:42 -0700] "GET /wordpress/bwp//wp-content/themes/seotheme/db.php HTTP/1.1" 301 513 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:42 -0700] "GET /wordpress/bwp/wp-content/themes/seotheme/db.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:42 -0700] "GET /nzwxrdrl.php HTTP/1.1" 301 443 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:42 -0700] "GET /nzwxrdrl.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:42 -0700] "GET /wp-includes/SimplePie/gzdecodes.php.suspected HTTP/1.1" 418 691 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /autoload_classmap.php/text.php/qqzqflcv.php HTTP/1.1" 301 505 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /autoload_classmap.php/text.php/qqzqflcv.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /class.php HTTP/1.1" 301 437 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /class.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /js/alfa-rex.php56 HTTP/1.1" 301 453 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /js/alfa-rex.php56 HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /wp-includes/SimplePie/file.php HTTP/1.1" 301 479 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /wp-includes/SimplePie/file.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /aa.php HTTP/1.1" 301 431 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /aa.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /wp-includes/images/smilies/about.php HTTP/1.1" 301 491 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /wp-includes/images/smilies/about.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:43 -0700] "GET /.wp-cli/ws.php HTTP/1.1" 301 447 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /.wp-cli/ws.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /wp-content/plugins/hnitegb/sqbavtds.php HTTP/1.1" 301 497 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /wp-content/plugins/hnitegb/sqbavtds.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /wp-content/plugins/jbmkpcf/cfpimwgw.php HTTP/1.1" 301 497 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /wp-content/plugins/jbmkpcf/cfpimwgw.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /wp-includes/js/tinymce/plugins/compat3x/css/alfa-rex.php56 HTTP/1.1" 301 535 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /wp-includes/js/tinymce/plugins/compat3x/css/alfa-rex.php56 HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /wp-content/uploads/hanna1337.php HTTP/1.1" 301 483 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /wp-content/uploads/hanna1337.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /.well-known/pki-validation/de06e834-937c-4b4e-a67c-8f85e4cec8c2.php HTTP/1.1" 301 553 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /.well-known/pki-validation/de06e834-937c-4b4e-a67c-8f85e4cec8c2.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /wp-admin/maint/GVNjXnV.php HTTP/1.1" 301 471 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:44 -0700] "GET /wp-admin/maint/GVNjXnV.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /wp-admin/css/colors/ocean/about.php HTTP/1.1" 301 489 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /wp-admin/css/colors/ocean/about.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /images/ws.php HTTP/1.1" 301 445 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /images/ws.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /wordpress/alfa-rex.php7 HTTP/1.1" 301 465 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /wordpress/alfa-rex.php7 HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /wp-content/plugins/whlp/includes/wp-heart.php HTTP/1.1" 301 509 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /wp-content/plugins/whlp/includes/wp-heart.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /.well-known/pki-validation/9gVnajSvYGb.php HTTP/1.1" 301 503 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /.well-known/pki-validation/9gVnajSvYGb.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /wp-includes/Requests/HMQZKB.php HTTP/1.1" 301 481 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /wp-includes/Requests/HMQZKB.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:45 -0700] "GET /bezzozdp.php HTTP/1.1" 301 443 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:46 -0700] "GET /bezzozdp.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:46 -0700] "GET /wp-admin/css/colors/light/vSqcqEF.php HTTP/1.1" 301 493 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:46 -0700] "GET /wp-admin/css/colors/light/vSqcqEF.php HTTP/1.1" 429 430 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:46 -0700] "GET /wp-content/themes/76qiprzo/fooster1337.php HTTP/1.1" 301 503 "-" "-" 
52.169.158.10 - - [02/Oct/2024:01:16:46 -0700] "GET /wp-content/themes/76qiprzo/fooster1337.php HTTP/1.1" 429 430 "-" "-" 
